2002.290 220.036 45.6851
2002.360 218.305 25.6088
2002.620 140.439 20.3967
2002.710 119.836 94.109
2002.790 225.459 53.2119
2002.880 170.47 21.6479
2002.960 156.457 25.7662
2003.040 233.985 68.6967
2003.120 159.062 20.5256
2003.210 222.663 22.9164
2003.290 256.593 13.8276
2003.360 290.215 25.2408
2003.540 223.234 32.6508
2003.620 180.458 19.1944
2003.710 175.773 21.6021
2003.790 170.311 12.9108
2003.880 161.291 16.8594
2003.960 160.713 25.3276
2004.020 187.697 73.7477
2004.130 157.642 14.2989
2004.210 190.751 17.3708
2004.290 225.269 25.9572
2004.380 207.845 49.1711
2004.460 174.654 22.3354
2004.540 152.772 35.1983
2004.630 133.057 78.7152
2004.710 109.338 53.6613
2004.790 136.441 106.801
2004.880 109.222 21.1088
2004.960 132.086 18.6169
2005.040 82.852 11.8136
2005.120 105.025 13.5415
2005.210 112.563 13.6116
2005.290 131.636 16.8666
2005.370 126.929 15.4816
2005.460 113.875 15.8821
2005.540 84.5065 14.0289
2005.620 33.5044 14.7911
2005.710 13.8768 12.4335
2005.790 8.84175 12.0776
2005.880 3.95989 13.2671
2005.960 36.6625 17.7974
2006.040 14.2186 14.3357
2006.120 25.7617 14.2479
2006.210 66.469 11.9873
2006.290 67.207 13.6964
2006.370 59.3139 16.51
2006.460 38.518 15.8164
2006.540 56.6905 21.4545
2006.620 6.67467 17.1166
2006.710 -30.4253 14.8414
2006.790 -5.64276 12.4293
2006.880 -5.97402 12.6709
2006.960 -59.0901 25.5264
2007.040 3.91546 13.2053
2007.120 5.85176 14.4911
2007.210 1.49858 13.2738
2007.290 8.84025 15.7474
2007.370 -21.9528 20.4105
2007.460 1.05458 15.4191
2007.540 -32.064 12.3311
2007.620 -93.2566 21.9601
2007.710 -107.064 24.9942
2007.790 -103.836 23.4093
2007.880 -94.9748 22.001
2007.960 -116.294 34.3633
2008.040 -76.8635 19.7395
2008.130 -75.3052 32.6769
2008.210 -54.3015 23.3308
2008.290 -63.0739 26.7986
2008.380 -46.369 19.4171
2008.460 -36.8411 11.7534
2008.540 -75.0057 16.3864
2008.630 -96.9494 16.2667
2008.710 -71.0778 12.8406
2008.790 -93.7395 12.8111
2008.880 -83.7591 16.9605
2008.960 -86.8041 20.658
2009.040 -57.2609 20.0033
2009.120 -64.7829 22.502
2009.210 -76.2109 22.3185
2009.290 -74.8385 23.2638
2009.370 -25.1443 13.9345
2009.460 -42.5279 15.4493
2009.540 -30.5694 20.6939
2009.620 -105.498 14.224
2009.710 -115.768 28.317
2009.790 -115.329 27.1708
2009.880 -87.5842 18.7035
2009.960 -93.3813 16.0698
2010.040 -101.001 32.8272
2010.120 -70.5533 18.0339
2010.210 -91.9481 37.6198
2010.290 -65.0151 19.0903
2010.370 -103.129 46.2669
2010.460 -97.641 24.3545
2010.540 -116.861 15.354
2010.620 -189.286 20.2786
2010.710 -185.116 18.0485
2010.790 -167.338 19.1745
2010.880 -172.36 17.696
2010.950 -174.775 17.9688
2011.130 -174.509 24.6447
2011.210 -168.159 21.1764
2011.290 -179.49 29.9994
2011.370 -155.963 26.4619
2011.550 -198.124 24.4293
2011.620 -206.591 26.3863
2011.710 -249.686 24.5899
2011.790 -243.354 25.071
2011.830 -227.918 21.0698
2011.990 -221.581 12.7659
2012.040 -229.618 21.733
2012.130 -229.276 25.7786
2012.210 -184.222 21.9204
2012.260 -210.599 47.8715
2012.460 -196.521 71.2182
2012.540 -257.154 165.128
2012.630 -331.486 23.2261
2012.700 -347.135 26.4578
2012.880 -337.752 22.7685
2012.960 -333.807 22.1682
2013.040 -337.444 20.0216
2013.120 -334.161 22.0522
2013.300 -328.175 26.7194
2013.370 -301.699 19.1004
2013.460 -313.166 23.1675
2013.540 -340.746 22.0524
2013.790 -402.625 20.8793
2013.880 -361.506 20.4758
2013.960 -367.832 30.6054
2014.020 -355.576 76.2729
2014.210 -318.392 19.2066
2014.290 -291.904 17.192
2014.370 -298.275 18.3415
2014.450 -323.82 20.7344
2014.620 -390.031 17.0104
2014.710 -392.856 17.2963
2014.790 -391.509 16.3844
2014.880 -376.941 16.6906
2015.060 -337.047 231.5
2015.120 -312.506 8.0893
2015.210 -324.056 17.9731
2015.290 -296.014 15.1852
2015.320 -292.628 16.6629
2015.540 -335.179 19.8256
2015.620 -338.957 13.4084
2015.700 -348.764 15.984
2015.980 -341.376 18.9641
2016.040 -311.397 15.8495
2016.120 -313.889 15.9075
2016.210 -345.942 14.7799
2016.380 -295.549 17.7703
2016.460 -323.69 15.8714
2016.540 -366.217 17.0938
2016.640 -422.167 20.9975
2016.910 -342.65 19.2856
2016.980 -365.772 18.6534
2017.060 -277.278 20.0587
2017.250 -367.602 27.1835
2017.310 -272.924 18.7597
2017.360 -292.248 18.5116
2017.440 -303.197 23.0224
2018.460 -288.158 14.8326
2018.520 -276.589 10.3001
2018.830 -344.098 21.0583
2018.880 -340.407 17.3182
2018.960 -351.964 17.5997
2019.040 -307.76 17.8457
2019.130 -340.182 18.3465
2019.210 -372.175 17.1007
2019.290 -341.574 16.3426
2019.370 -325.563 16.9024
2019.460 -316.102 17.7726
2019.540 -375.04 17.1702
2019.620 -389.064 9.38636
2019.710 -405.453 18.9462
2019.790 -442.327 17.9254
2019.880 -440.693 16.2731
2019.960 -455.83 16.1234
2020.040 -444.522 18.2553
2020.130 -442.031 20.5851
2020.210 -456.909 16.2536
2020.290 -467.974 17.4807
2020.380 -447.299 16.9894
2020.460 -423.941 18.3809
2020.540 -428.594 15.7302
2020.630 -476.314 17.3078
2020.710 -508.321 18.5423
2020.790 -425.329 18.515
2020.880 -431.625 18.2469
2020.960 -394.919 15.8763
2021.040 -437.777 16.2568
2021.120 -443.268 19.9826
2021.210 -406.216 17.5043
2021.290 -418.674 16.0942
2021.370 -410.785 17.961
2021.460 -472.319 18.5284
2021.540 -422.67 15.4679
2021.620 -494.836 18.3739
2021.710 -496.771 17.1018
2021.790 -498.849 18.1772
2021.880 -519.92 18.4615
2021.960 -549.569 16.0852
2022.040 -475.157 16.6619
2022.120 -466.891 18.3206
2022.210 -419.916 16.0323
2022.290 -405.106 17.7357
2022.370 -474.678 17.4678
2022.460 -460.442 18.3887
2022.540 -525.197 17.4583
2022.620 -525.272 17.9347
2022.710 -535.511 17.0894
2022.790 -537.396 17.2879
2022.880 -513.629 20.2952
2022.960 -518.225 18.0385
2023.040 -558.634 19.2906
2023.120 -509.469 21.4005
2023.210 -469.737 23.3219
2023.290 -452.11 79.4063
2023.370 -476.022 22.4382
2023.460 -425.096 20.4638
2023.540 -475.399 18.3516
2023.620 -482.298 18.272
2023.710 -557.753 17.8699
2023.790 -494.313 17.8131
2023.880 -565.281 18.2105
2023.960 -533.429 19.9091
2024.040 -539.831 17.4036
2024.130 -575.138 18.6251
2024.210 -544.369 15.4883
2024.290 -540.517 15.7967
2024.380 -544.001 16.7446
